"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00252037","1989-06","42.7363","-97.4969","426.7","CROFTON, NE US","","","125.3","0","82.2",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","","","19890609",",,0","19890630","+,,0","19890630","+,,0","6","","19890625",",,0","19890621",",,0","3.3",",0,09,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,25,","36.7",",0,21,","","","35.9",",0","70.2",",,,0","0",",,,0","19.88",",0","26.21",",,,0","13.55",",,,0","","","",""
"USC00252037","1989-07","42.7363","-97.4969","426.7","CROFTON, NE US","","","344.2","0","218.9",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","19890722","+,,0","19890731","+,,0","19890731","+,,0","4","","19890715",",,0","19890710",",,0","11.7",",0,22,+","0",",,0,31,+","0",",,0,31,+","62.0",",,0,15,","40.0",",0,10,","1.7","0","1.7",",0","76.9",",,,0","0",",,,0","25.34",",0","31.59",",,,0","19.10",",,,0","","","",""
"USC00252037","1989-08","42.7363","-97.4969","426.7","CROFTON, NE US","","","492.7","0","148.5",",0","9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","4","","19890807",",,0","19890831","+,,0","19890831","+,,0","10","","19890821",",,0","19890805","+,,0","7.2",",0,07,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,21,","34.4",",0,05,+","6.7","0","5.0",",0","120.8",",,,0","0",",,,0","22.96",",0","29.16",",,,0","16.77",",,,0","","","",""
"USC00252037","1989-09","42.7363","-97.4969","426.7","CROFTON, NE US","","","542.4","0","49.7",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","1",",0","2","","19890923",",,0","19890930","+,,0","19890930","+,,0","5","","19890908",",,0","19890901",",,0","-3.3",",0,23,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,08,","34.4",",0,01,","100.8","0","94.1",",0","31.6",",,,0","0",",,,0","16.86",",0","23.78",",,,0","9.93",",,,0","","","",""
"USC00252037","1989-10","42.7363","-97.4969","426.7","CROFTON, NE US","","","550.0","0","7.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","15",",0","0",",0","1","","19891020","+,,0","19891031","+,,0","19891031","+,,0","2","","19891029",",,0","19891014",",,0","-8.9",",0,20,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,29,","31.7",",0,14,","331.8","0","231.0",",0","11.1",",,,0","0",",,,0","11.13",",0","19.68",",,,0","2.57",",,,0","","","",""
"USC00252037","1989-11","42.7363","-97.4969","426.7","CROFTON, NE US","","","550.0","0","0.0",",0","3",",0","1",",0","0",",0","3",",0","1",",0","2",",0","25",",0","2",",0","1",",0","0",",0","","","19891129",",,0","19891130","+,,0","19891128",",,0","","","19891128",",,0","19891120",",,0","-18.3",",0,29,","25",",,0,30,+","33",",,0,28,","3.8",",,0,28,","21.7",",0,20,","838.8","0","507.0",",0","4.8",",,,0","38",",,,0","1.43",",0","8.00",",,,0","-5.14",",,,0","","","",""
"USC00252037","1989-12","42.7363","-97.4969","426.7","CROFTON, NE US","","","550.0","0","0.0",",0","8",",0","3",",0","0",",0","19",",0","2",",0","15",",0","28",",0","18",",0","0",",0","0",",0","","","19891222",",,0","19891210",",,0","19891210",",,0","","","19891210",",,0","19891205",",,0","-33.3",",0,22,","178",",,0,10,","173",",,0,10,","8.6",",,0,10,","14.4",",0,05,","1708.6","0","869.8",",0","19.5",",,,0","235",",,,0","-9.73",",0","-3.96",",,,0","-15.49",",,,0","","","",""
"USC00252037","1990-01","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","3",",0","2",",0","0",",0","7",",0","3",",0","0",",0","30",",0","5",",0","0",",0","0",",0","1","","19900121",",,0","19900121",",,0","19900120",",,0","","","19900120",",,0","19900111",",,0","-15.0",",0,21,","127",",,0,21,","71",",,0,20,","6.1",",,0,20,","20.0",",0,11,","2299.0","0","590.4",",0","10.9",",,,0","165",",,,0","-0.71",",0","4.91",",,,0","-6.34",",,,0","","","",""
"USC00252037","1990-02","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","6",",0","2",",0","1",",0","27",",0","9",",0","0",",0","0",",0","","","19900217",",,0","19900217","+,,0","19900216",",,0","","","19900216",",,0","19900213",",,0","-22.8",",0,17,","102",",,0,17,+","53",",,0,16,","2.8",",,0,16,","18.3",",0,13,","2891.3","0","592.3",",0","6.3",",,,0","102",",,,0","-2.82",",0","3.81",",,,0","-9.45",",,,0","","","",""
"USC00252037","1990-03","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","9","1,0","5","1,0","0","1,0","0",",0","0",",0","0",",0","21",",0","4",",0","2",",0","0",",0","6","","19900324",",,0","19900331","+,,0","19900324",",,0","7","","19900307",",1,0","19900321",",,0","-10.6",",0,24,","0",",,0,31,+","5",",,0,24,","19.3","1,,0,07,","23.9",",0,21,","3341.7","0","450.4",",0","66.1","1,,,0","8",",,,0","3.80",",0","9.78",",,,0","-2.18",",,,0","","","",""
"USC00252037","1990-04","42.7363","-97.4969","426.7","CROFTON, NE US","","","20.6","0","20.6",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","9",",0","1",",0","3","","19900411",",,0","19900430","+,,0","19900411",",,0","7","","19900429",",,0","19900423",",,0","-8.9",",0,11,","0",",,0,30,+","0",",T,0,11,","10.2",",,0,29,","32.8",",0,23,","3644.3","0","302.6",",0","40.9",",,,0","0",",T,,0","8.93",",0","16.10",",,,0","1.76",",,,0","","","",""
"USC00252037","1990-05","42.7363","-97.4969","426.7","CROFTON, NE US","","","24.7","0","4.1",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","1",",0","5","","19900501",",,0","19900531","+,,0","19900531","+,,0","8","","19900519",",,0","19900508",",,0","0.0",",0,01,","0",",,0,31,+","0",",,0,31,+","75.7",",,0,19,","34.4",",0,08,","3788.6","0","144.3",",0","188.9",",,,0","0",",,,0","13.81",",0","19.93",",,,0","7.69",",,,0","","","",""
"USC00252037","1990-06","42.7363","-97.4969","426.7","CROFTON, NE US","","","155.5","0","130.8",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","3","","19900604",",,0","19900630","+,,0","19900630","+,,0","12","","19900615",",,0","19900611",",,0","5.0",",0,04,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,15,","36.7",",0,11,","3801.9","0","13.3",",0","83.8",",,,0","0",",,,0","22.25",",0","28.80",",,,0","15.70",",,,0","","","",""
"USC00252037","1990-07","42.7363","-97.4969","426.7","CROFTON, NE US","","","298.2","0","142.7",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","1","","19900713",",,0","19900731","+,,0","19900731","+,,0","14","","19900711",",,0","19900703",",,0","8.3",",0,13,","0",",,0,31,+","0",",,0,31,+","12.2",",,0,11,","39.4",",0,03,","3.9","0","3.9",",0","44.2",",,,0","0",",,,0","22.81",",0","29.11",",,,0","16.51",",,,0","","","",""
"USC00252037","1990-08","42.7363","-97.4969","426.7","CROFTON, NE US","","","467.6","0","169.4",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","2","","19900805",",,0","19900831","+,,0","19900831","+,,0","10","","19900823",",,0","19900827",",,0","10.0",",0,05,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,23,","36.7",",0,27,","4.2","0","0.3",",0","90.2",",,,0","0",",,,0","23.79",",0","29.86",",,,0","17.71",",,,0","","","",""
"USC00252037","1990-09","42.7363","-97.4969","426.7","CROFTON, NE US","","","568.4","0","100.8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","11",",0","5","","19900923",",,0","19900930","+,,0","19900930","+,,0","2","","19900902",",,0","19900912","+,,0","1.1",",0,23,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,02,","34.4",",0,12,+","57.2","0","53.0",",0","38.9",",,,0","0",",,,0","19.92",",0","27.03",",,,0","12.82",",,,0","","","",""
"USC00252037","1990-10","42.7363","-97.4969","426.7","CROFTON, NE US","","","576.2","0","7.8",",0","8",",0","4",",0","0",",0","1",",0","0",",0","0",",0","9",",0","0",",0","9",",0","1",",0","","","19901018",",,0","19901018",",,0","19901018",",,0","1","","19901003",",,0","19901005",",,0","-2.8",",0,18,","25",",,0,18,","18",",,0,18,","23.4",",,0,03,","32.2",",0,05,","299.3","0","242.1",",0","40.6",",,,0","18",",,,0","10.77",",0","18.31",",,,0","3.24",",,,0","","","",""
"USC00252037","1990-11","42.7363","-97.4969","426.7","CROFTON, NE US","","","576.2","0","0.0",",0","6",",0","4",",0","0",",0","10",",0","4",",0","0",",0","20",",0","3",",0","2",",0","0",",0","4","","19901128","+,,0","19901107","+,,0","19901103",",,0","","","19901103",",,0","19901101",",,0","-13.3",",0,28,+","178",",,0,07,+","140",",,0,03,","11.9",",,0,03,","23.9",",0,01,","729.4","0","430.1",",0","27.4",",,,0","352",",,,0","4.00",",0","10.12",",,,0","-2.13",",,,0","","","",""
"USC00252037","1990-12","42.7363","-97.4969","426.7","CROFTON, NE US","","","576.2","0","0.0",",0","7",",0","2",",0","0",",0","22",",0","3",",0","9",",0","31",",0","16",",0","0",",0","0",",0","5","","19901230",",,0","19901203",",,0","19901203",",,0","","","19901203",",,0","19901210",",,0","-28.9",",0,30,","203",",,0,03,","206",",,0,03,","11.2",",,0,03,","16.1",",0,10,","1511.3","0","781.9",",0","20.3",",,,0","328",",,,0","-6.89",",0","-1.04",",,,0","-12.75",",,,0","","","",""
"USC00252037","1991-01","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","5","1,0","2","1,0","0","1,0","20",",0","2",",0","11",",0","31",",0","22",",0","0",",0","0",",0","4","","19910107",",,0","19910125",",,0","19910125",",,0","","","19910125",",1,0","19910113",",,0","-25.0",",0,07,","102",",,0,25,","89",",,0,25,","4.1","1,,0,25,","11.1",",0,13,","2339.2","0","827.9",",0","8.5","1,,,0","150",",,,0","-8.37",",0","-2.60",",,,0","-14.15",",,,0","","","",""
"USC00252037","1991-02","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","3",",0","1",",0","1",",0","24",",0","5",",0","0",",0","0",",0","2","","19910215",",,0","19910219","+,,0","19910218",",,0","","","19910218",",,0","19910208",",,0","-17.8",",0,15,","76",",,0,19,+","76",",,0,18,","6.6",",,0,18,","18.9",",0,08,","2811.1","0","471.9",",0","7.6",",,,0","112",",,,0","1.48",",0","7.96",",,,0","-5.01",",,,0","","","",""
"USC00252037","1991-03","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","4","2,0","2",",0","0",",0","20",",0","2",",0","3",",0","0",",0","6","","19910302",",,0","19910313",",2,0","19910313",",,0","","","19910313",",,0","19910326",",,0","-15.0",",0,02,","102","2,,0,13,","102",",,0,13,","11.2",",,0,13,","25.6",",0,26,","3256.3","0","445.2",",0","19.9",",,,0","132",",,,0","3.97",",0","11.35",",,,0","-3.40",",,,0","","","",""
"USC00252037","1991-04","42.7363","-97.4969","426.7","CROFTON, NE US","","","10.6","0","10.6",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","1",",0","3","","19910424","+,,0","19910430","+,,0","19910430","+,,0","7","","19910412",",,0","19910406",",,0","-1.1",",0,24,+","0",",,0,30,+","0",",,0,30,+","20.6",",,0,12,","32.8",",0,06,","3496.9","0","240.6",",0","75.7",",,,0","0",",,,0","10.67",",0","17.05",",,,0","4.28",",,,0","","","",""
"USC00252037","1991-05","42.7363","-97.4969","426.7","CROFTON, NE US","","","66.1","0","55.5",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","2","","19910505",",,0","19910531","+,,0","19910531","+,,0","10","","19910517",",,0","19910512",",,0","0.0",",0,05,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,17,","31.7",",0,12,","3598.8","0","101.9",",0","126.3",",,,0","0",",,,0","16.83",",0","22.69",",,,0","10.98",",,,0","","","",""
"USC00252037","1991-06","42.7363","-97.4969","426.7","CROFTON, NE US","","","221.0","0","154.9",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","","","19910616",",,0","19910630","+,,0","19910630","+,,0","9","","19910601",",,0","19910630","+,,0","9.4",",0,16,","0",",,0,30,+","0",",,0,30,+","64.3",",,0,01,","35.0",",0,30,+","3600.8","0","2.0",",0","120.5",",,,0","0",",,,0","23.43",",0","28.60",",,,0","18.27",",,,0","","","",""
"USC00252037","1991-07","42.7363","-97.4969","426.7","CROFTON, NE US","","","398.1","0","177.1",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","19910708",",,0","19910731","+,,0","19910731","+,,0","7","","19910722",",,0","19910718",",,0","11.1",",0,08,","0",",,0,31,+","0",",,0,31,+","8.6",",,0,22,","37.8",",0,18,","0.8","0","0.8",",0","14.8",",,,0","0",",,,0","24.02",",0","30.39",",,,0","17.65",",,,0","","","",""
"USC00252037","1991-08","42.7363","-97.4969","426.7","CROFTON, NE US","","","573.4","0","175.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","2","","19910810","+,,0","19910831","+,,0","19910831","+,,0","3","","19910808",",,0","19910825",",,0","11.7",",0,10,+","0",",,0,31,+","0",",,0,31,+","21.6",",,0,08,","37.2",",0,25,","1.1","0","0.3",",0","34.4",",,,0","0",",,,0","23.98",",0","30.50",",,,0","17.45",",,,0","","","",""
"USC00252037","1991-09","42.7363","-97.4969","426.7","CROFTON, NE US","","","642.8","0","69.4",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","4",",0","2","","19910919",",,0","19910930","+,,0","19910930","+,,0","3","","19910914",",,0","19910906",",,0","-3.3",",0,19,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,14,","33.9",",0,06,","83.8","0","82.7",",0","54.5",",,,0","0",",,,0","17.89",",0","24.64",",,,0","11.14",",,,0","","","",""
"USC00252037","1991-10","42.7363","-97.4969","426.7","CROFTON, NE US","","","652.0","0","9.2",",0","7",",0","7",",0","0",",0","1","2,0","1","2,0","0",",0","12",",0","3",",0","13",",0","0",",0","2","","19911030",",,0","19911031",",2,0","19911031",",2,0","","","19911029","+,,0","19911022","+,,0","-10.0",",0,30,","76","2,,0,31,","64","2,,0,31,","9.9",",,0,29,+","30.6",",0,22,+","378.0","0","294.2",",0","46.7",",,,0","77","2,,,0","9.14",",0","16.20",",,,0","2.08",",,,0","","","",""
"USC00252037","1991-11","42.7363","-97.4969","426.7","CROFTON, NE US","","","652.0","0","0.0",",0","12","1,0","6","1,0","0","1,0","15","1,0","5",",0","5",",0","28",",0","13",",0","0",",0","0",",0","4","","19911107",",,0","19911130",",1,0","19911130","+,,0","","","19911130",",1,0","19911113",",,0","-26.7",",0,07,","178","1,,0,30,","165",",,0,30,+","20.3","1,,0,30,","14.4",",0,13,","1014.2","0","636.2",",0","57.1","1,,,0","521",",,,0","-2.88",",0","2.62",",,,0","-8.37",",,,0","","","",""
"USC00252037","1991-12","42.7363","-97.4969","426.7","CROFTON, NE US","","","652.0","0","0.0",",0","1",",0","1",",0","0",",0","12",",0","0",",0","2",",0","28",",0","8",",0","0",",0","0",",0","6","","19911203",",,0","19911201",",,0","19911203",",,0","","","19911212",",,0","19911207",",,0","-20.6",",0,03,","152",",,0,01,","3",",,0,03,","8.6",",,0,12,","11.7",",0,07,","1629.1","0","614.9",",0","8.6",",,,0","3",",,,0","-1.50",",0","3.39",",,,0","-6.40",",,,0","","","",""
"USC00252037","1992-01","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","5","1,0","3","1,0","0","1,0","2",",0","1",",0","2",",0","29",",0","6",",0","0",",0","0",",0","8","","19920115",",,0","19920116","+,,0","19920115",",,0","","","19920101",",1,0","19920131",",,0","-22.8",",0,15,","25",",,0,16,+","25",",,0,15,","8.1","1,,0,01,","16.7",",0,31,","2209.2","0","580.1",",0","24.1","1,,,0","34",",,,0","-0.38",",0","5.72",",,,0","-6.48",",,,0","","","",""
"USC00252037","1992-02","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","6","1,0","4","1,0","0","1,0","4",",0","2",",0","0",",0","27",",0","5",",0","1",",0","0",",0","7","","19920208",",,0","19920224",",,0","19920224",",,0","","","19920224",",1,0","19920229",",,0","-12.8",",0,08,","51",",,0,24,","51",",,0,24,","21.8","1,,0,24,","22.8",",0,29,","2709.4","0","500.2",",0","44.7","1,,,0","97",",,,0","1.09",",0","6.36",",,,0","-4.19",",,,0","","","",""
"USC00252037","1992-03","42.7363","-97.4969","426.7","CROFTON, NE US","","","0.0","0","0.0",",0","5","1,0","5","1,0","1","1,0","7",",0","1",",0","0",",0","21",",0","1",",0","2",",0","0",",0","6","","19920310",",,0","19920309",",,0","19920309",",,0","2","","19920309",",1,0","19920301",",,0","-16.7",",0,10,","254",",,0,09,","246",",,0,09,","47.2","1,,0,09,","25.0",",0,01,","3155.5","0","446.1",",0","87.3","1,,,0","246",",,,0","3.94",",0","10.04",",,,0","-2.15",",,,0","","","",""
"USC00252037","1992-04","42.7363","-97.4969","426.7","CROFTON, NE US","","","4.2","0","4.2","1,0","10",",0","5",",0","0",",0","3","1,0","1",",0","0","1,0","15","1,0","2",",0","6",",0","1",",0","4","","19920402",",1,0","19920421",",1,0","19920421",",,0","2","","19920421",",,0","19920430",",,0","-8.9","1,0,02,","178","1,,0,21,","188",",,0,21,","16.3",",,0,21,","34.4",",0,30,","3474.6","0","319.1",",0","36.7",",,,0","206",",,,0","7.46","1,0","13.91",",,,0","1.00","1,,,0","","","",""
"USC00252037","1992-05","42.7363","-97.4969","426.7","CROFTON, NE US","","","32.3","0","28.1",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","0",",0","","","19920526",",,0","19920531","+,,0","19920531","+,,0","6","","19920516",",,0","19920501",",,0","0.0",",0,26,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,16,","31.1",",0,01,","3572.4","0","97.8",",0","63.8",",,,0","0",",,,0","16.09",",0","23.26",",,,0","8.91",",,,0","","","",""
"USC00252037","1992-06","42.7363","-97.4969","426.7","CROFTON, NE US","","","81.5","0","49.2",",0","10","3,0","4","3,0","0","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19920621",",,0","19920630","+,,0","19920630","+,,0","7","","19920629",",3,0","19920630","+,,0","6.7",",0,21,","0",",,0,30,+","0",",,0,30,+","21.1","3,,0,29,","30.6",",0,30,+","3596.1","0","23.7",",0","52.4","3,,,0","0",",,,0","19.18",",0","25.35",",,,0","13.01",",,,0","","","",""
"USC00252037","1992-07","42.7363","-97.4969","426.7","CROFTON, NE US","","","132.0","0","50.5","1,0","16",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","25","1,0","0","1,0","1","","19920731",",,0","19920731","+,,0","19920731","+,,0","12","","19920712",",,0","19920727","+,1,0","9.4",",0,31,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,12,","30.0","1,0,27,+","14.7","0","14.7","1,0","129.8",",,,0","0",",,,0","19.52","1,0","24.65","1,,,0","14.40",",,,0","","","",""
"USC00252037","1992-08","42.7363","-97.4969","426.7","CROFTON, NE US","","","207.1","0","75.1",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","","","19920814",",,0","19920831","+,,0","19920831","+,,0","4","","19920825",",,0","19920809",",,0","7.8",",0,14,","0",",,0,31,+","0",",,0,31,+","58.7",",,0,25,","33.3",",0,09,","45.9","0","31.2",",0","106.5",",,,0","0",",,,0","19.75",",0","24.75",",,,0","14.76",",,,0","","","",""
